month,date,time,month/date,Ufh,Ufc,fH,fC
1,15,20, 01/15,0.0,0.9101582695260386,1.0,0.0
1,15,21, 01/15,0.0,0.9134483832901683,1.0,0.0
1,15,22, 01/15,0.0,0.9061344205835278,1.0,0.0
1,15,23, 01/15,0.0,0.9082703762804992,1.0,0.0
1,15,24, 01/15,0.0,0.9099458568420755,1.0,0.0
1,16,1, 01/16,0.0,0.9080661316908987,1.0,0.0
1,16,2, 01/16,0.0,0.9119117121005642,1.0,0.0
1,16,3, 01/16,0.0,0.9105815502424661,1.0,0.0
1,16,4, 01/16,0.0,0.90861759654733,1.0,0.0
1,16,5, 01/16,0.0,0.9157558898619039,1.0,0.0
1,16,6, 01/16,0.0,0.9177676747456768,1.0,0.0
1,16,7, 01/16,0.0,0.9033774450397383,1.0,0.0
1,16,8, 01/16,1.0777524973086037,0.48050584450148714,1.0,0.0
1,16,9, 01/16,1.2701182739444685,0.0,1.0,0.0
1,16,10, 01/16,1.1614228855463287,0.0,1.0,0.0
1,16,11, 01/16,1.1568760977710149,0.0,1.0,0.0
1,16,12, 01/16,1.093953136077499,0.0,1.0,0.0
1,16,13, 01/16,1.0434242185732188,0.0,1.0,0.0
1,16,14, 01/16,1.0004778049077532,0.0,1.0,0.0
1,16,15, 01/16,0.8315697021886868,0.0,1.0,0.0
1,16,16, 01/16,0.0,0.312218630252441,1.0,0.0
1,16,17, 01/16,0.0,0.8818425370660647,1.0,0.0
1,16,18, 01/16,0.0,0.9175367270200603,1.0,0.0
1,16,19, 01/16,0.0,0.9179884477162826,1.0,0.0
1,16,20, 01/16,0.0,0.9182911235473277,1.0,0.0
1,16,21, 01/16,0.0,0.9110641185252458,1.0,0.0
1,16,22, 01/16,0.0,0.9081387046604618,1.0,0.0
1,16,23, 01/16,0.0,0.8971904048426002,1.0,0.0
1,16,24, 01/16,0.0,0.8907669534350534,1.0,0.0
1,17,1, 01/17,0.0,0.8899717512367498,1.0,0.0
1,17,2, 01/17,0.0,0.8908379284713827,1.0,0.0
1,17,3, 01/17,0.0,0.8864931707448481,1.0,0.0
1,17,4, 01/17,0.0,0.8759465200421357,1.0,0.0
1,17,5, 01/17,0.0,0.8711044645035013,1.0,0.0
1,17,6, 01/17,0.0,0.8579052231796185,1.0,0.0
1,17,7, 01/17,0.0,0.8263020371168618,1.0,0.0
1,17,8, 01/17,0.9638784297795016,0.0,1.0,0.0
1,17,9, 01/17,1.0829298375258307,0.0,1.0,0.0
1,17,10, 01/17,1.0276538868989085,0.0,1.0,0.0
1,17,11, 01/17,1.0065028395279578,0.0,1.0,0.0
1,17,12, 01/17,0.991334453664973,0.0,1.0,0.0
1,17,13, 01/17,0.9458660862774393,0.0,1.0,0.0
1,17,14, 01/17,0.8179943601585987,0.0,1.0,0.0
1,17,15, 01/17,0.7634749031768403,0.0,1.0,0.0
1,17,16, 01/17,0.37566814646046454,0.027217776529985582,1.0,0.0
